primary_type,date,latitude,longitude
THEFT,2025-03-16 08:30:00,41.68913091,-87.531668147
BATTERY,2025-03-16 08:30:00,41.774069965,-87.644639452
WEAPONS VIOLATION,2025-03-16 08:28:00,41.799856435,-87.620975753
BATTERY,2025-03-16 08:25:00,41.894513704,-87.712625587
CRIMINAL TRESPASS,2025-03-16 08:25:00,41.892628411,-87.63115524
DECEPTIVE PRACTICE,2025-03-16 08:22:00,42.02011466,-87.668244893
ASSAULT,2025-03-16 08:20:00,41.849330085,-87.683927481
THEFT,2025-03-16 08:14:00,41.846562517,-87.687093468
THEFT,2025-03-16 08:12:00,41.990615196,-87.683188577
CRIMINAL TRESPASS,2025-03-16 08:08:00,41.907926167,-87.64819515
BATTERY,2025-03-16 08:04:00,41.877497847,-87.760382378
THEFT,2025-03-16 08:00:00,41.807169957,-87.612619915
OTHER OFFENSE,2025-03-16 08:00:00,41.761360398,-87.657922841
MOTOR VEHICLE THEFT,2025-03-16 08:00:00,41.712156523,-87.635690312
OTHER OFFENSE,2025-03-16 08:00:00,41.882729021,-87.773306028
THEFT,2025-03-16 08:00:00,42.004414428,-87.671436447
SEX OFFENSE,2025-03-16 08:00:00,41.778962534,-87.703867751
MOTOR VEHICLE THEFT,2025-03-16 08:00:00,41.789783425,-87.645039661
CRIMINAL DAMAGE,2025-03-16 08:00:00,41.741400197,-87.622743457
BATTERY,2025-03-16 07:55:00,41.988630807,-87.812829371
OTHER OFFENSE,2025-03-16 07:53:00,41.8061986,-87.656395756
THEFT,2025-03-16 07:42:00,41.772963171,-87.722619226
BURGLARY,2025-03-16 07:40:00,41.755929033,-87.657389725
CRIMINAL DAMAGE,2025-03-16 07:30:00,41.882338258,-87.735529586
THEFT,2025-03-16 07:20:00,41.696197127,-87.681296053
CRIMINAL DAMAGE,2025-03-16 07:20:00,41.767114832,-87.571023597
DECEPTIVE PRACTICE,2025-03-16 07:10:00,41.803667488,-87.590528166
THEFT,2025-03-16 07:03:00,41.860577993,-87.733217687
ASSAULT,2025-03-16 07:00:00,41.702417072,-87.60997147
CRIMINAL DAMAGE,2025-03-16 07:00:00,41.923803052,-87.637497602
CRIMINAL SEXUAL ASSAULT,2025-03-16 06:53:00,41.87802357,-87.641556267
WEAPONS VIOLATION,2025-03-16 06:45:00,41.778099133,-87.633828531
BURGLARY,2025-03-16 06:30:00,41.750229101,-87.673438518
CRIMINAL DAMAGE,2025-03-16 06:30:00,41.85273593,-87.694240244
THEFT,2025-03-16 06:15:00,41.96843549,-87.710209636
ASSAULT,2025-03-16 06:15:00,41.967665781,-87.662730846
THEFT,2025-03-16 06:00:00,41.816322654,-87.726708652
MOTOR VEHICLE THEFT,2025-03-16 05:59:00,41.800763134,-87.707879467
BATTERY,2025-03-16 05:56:00,41.667492667,-87.622283102
CRIMINAL DAMAGE,2025-03-16 05:45:00,41.981051826,-87.839658835
MOTOR VEHICLE THEFT,2025-03-16 05:43:00,41.763644657,-87.704013826
BURGLARY,2025-03-16 05:30:00,41.77522825,-87.709025815
THEFT,2025-03-16 05:20:00,41.790404549,-87.61911492
BURGLARY,2025-03-16 05:20:00,41.911054487,-87.670146097
CRIMINAL DAMAGE,2025-03-16 05:15:00,41.667505513,-87.54956291
CRIMINAL DAMAGE,2025-03-16 05:00:00,41.846071802,-87.638755278
MOTOR VEHICLE THEFT,2025-03-16 05:00:00,41.76706266,-87.584370768
THEFT,2025-03-16 05:00:00,41.738897448,-87.652207879
ASSAULT,2025-03-16 05:00:00,41.865822659,-87.659093314
BATTERY,2025-03-16 05:00:00,41.940857568,-87.728955347
BATTERY,2025-03-16 05:00:00,41.700033321,-87.611887686
BATTERY,2025-03-16 04:59:00,41.971365705,-87.695115051
BATTERY,2025-03-16 04:49:00,41.90932322,-87.648235317
MOTOR VEHICLE THEFT,2025-03-16 04:47:00,41.817722001,-87.618378583
ASSAULT,2025-03-16 04:39:00,41.910868734,-87.708462658
CRIMINAL DAMAGE,2025-03-16 04:35:00,41.773406885,-87.643440433
MOTOR VEHICLE THEFT,2025-03-16 04:30:00,41.8989262,-87.67226246
BURGLARY,2025-03-16 04:30:00,41.976840051,-87.836613167
ASSAULT,2025-03-16 04:30:00,41.704345065,-87.635507431
MOTOR VEHICLE THEFT,2025-03-16 04:30:00,41.994287164,-87.79334526
HOMICIDE,2025-03-16 04:24:00,41.907153315,-87.639680572
MOTOR VEHICLE THEFT,2025-03-16 04:21:00,41.706412376,-87.612523175
THEFT,2025-03-16 04:20:00,41.764633375,-87.687340798
THEFT,2025-03-16 04:20:00,41.890013524,-87.631664996
ASSAULT,2025-03-16 04:09:00,41.765871777,-87.632227555
ROBBERY,2025-03-16 04:05:00,41.874974798,-87.725475051
CRIMINAL DAMAGE,2025-03-16 04:05:00,41.731207865,-87.656850296
BATTERY,2025-03-16 04:00:00,41.791242288,-87.686406306
THEFT,2025-03-16 04:00:00,41.910962486,-87.662340099
BATTERY,2025-03-16 04:00:00,41.781710088,-87.635094549
THEFT,2025-03-16 04:00:00,41.7166809,-87.650138627
ROBBERY,2025-03-16 04:00:00,41.677830552,-87.620503762
THEFT,2025-03-16 04:00:00,41.952740262,-87.726398388
ASSAULT,2025-03-16 04:00:00,41.907105106,-87.690825478
THEFT,2025-03-16 04:00:00,41.827676184,-87.674004997
CRIMINAL TRESPASS,2025-03-16 04:00:00,41.818933704,-87.689623845
BATTERY,2025-03-16 04:00:00,41.895877613,-87.706566627
BATTERY,2025-03-16 04:00:00,41.884770157,-87.663051243
CRIMINAL DAMAGE,2025-03-16 04:00:00,41.777783389,-87.615563072
CRIMINAL DAMAGE,2025-03-16 03:57:00,41.757238398,-87.645424172
BATTERY,2025-03-16 03:48:00,41.774463738,-87.600928542
ASSAULT,2025-03-16 03:44:00,41.955790482,-87.77197935
DECEPTIVE PRACTICE,2025-03-16 03:38:00,41.852505856,-87.655544324
WEAPONS VIOLATION,2025-03-16 03:32:00,41.799865968,-87.707415083
BATTERY,2025-03-16 03:30:00,41.74798997,-87.574361093
BATTERY,2025-03-16 03:25:00,41.733366924,-87.658128262
CRIMINAL DAMAGE,2025-03-16 03:25:00,41.878286913,-87.714137605
THEFT,2025-03-16 03:20:00,41.78855274,-87.617445054
MOTOR VEHICLE THEFT,2025-03-16 03:20:00,41.887711996,-87.617139647
BATTERY,2025-03-16 03:15:00,41.975827666,-87.697567585
BATTERY,2025-03-16 03:15:00,41.770788105,-87.585012945
BATTERY,2025-03-16 03:13:00,41.947626023,-87.656853521
MOTOR VEHICLE THEFT,2025-03-16 03:10:00,41.744645467,-87.621212617
ASSAULT,2025-03-16 03:01:00,41.902670403,-87.629946882
BATTERY,2025-03-16 03:00:00,41.801139095,-87.68510747
BATTERY,2025-03-16 03:00:00,41.954593897,-87.729244692
BATTERY,2025-03-16 03:00:00,41.74455499,-87.688132064
THEFT,2025-03-16 03:00:00,41.802126073,-87.70870977
CRIMINAL DAMAGE,2025-03-16 03:00:00,41.907105106,-87.690825478
THEFT,2025-03-16 03:00:00,41.788588436,-87.617448324
THEFT,2025-03-16 03:00:00,41.803667488,-87.590528166
CRIMINAL DAMAGE,2025-03-16 03:00:00,41.766946791,-87.57632241
THEFT,2025-03-16 03:00:00,41.830634112,-87.614473928
CRIMINAL DAMAGE,2025-03-16 03:00:00,41.784366648,-87.653409827
BATTERY,2025-03-16 03:00:00,41.890013524,-87.631664996
CRIMINAL DAMAGE,2025-03-16 03:00:00,41.795693378,-87.769714985
CRIMINAL DAMAGE,2025-03-16 02:58:00,41.750485314,-87.62298042
MOTOR VEHICLE THEFT,2025-03-16 02:54:00,41.8989262,-87.67226246
CRIMINAL DAMAGE,2025-03-16 02:50:00,41.947227653,-87.655380005
CRIMINAL DAMAGE,2025-03-16 02:50:00,41.71938377,-87.61895318
BATTERY,2025-03-16 02:45:00,41.860152563,-87.731107195
THEFT,2025-03-16 02:44:00,41.802126073,-87.70870977
BATTERY,2025-03-16 02:36:00,41.941745416,-87.686905118
CRIMINAL TRESPASS,2025-03-16 02:35:00,41.972450458,-87.761389276
SEX OFFENSE,2025-03-16 02:31:00,41.949437223,-87.665293002
CRIMINAL DAMAGE,2025-03-16 02:30:00,41.654645631,-87.6168587
BATTERY,2025-03-16 02:30:00,41.879060101,-87.626107881
BATTERY,2025-03-16 02:30:00,41.878092571,-87.749331743
BATTERY,2025-03-16 02:20:00,41.88681295,-87.726930993
MOTOR VEHICLE THEFT,2025-03-16 02:15:00,41.898457749,-87.619234491
BATTERY,2025-03-16 02:00:00,41.880252868,-87.69924661
CRIMINAL DAMAGE,2025-03-16 02:00:00,41.740670623,-87.54297612
CRIMINAL DAMAGE,2025-03-16 02:00:00,41.872903956,-87.633592535
BATTERY,2025-03-16 02:00:00,41.889179572,-87.633062369
CRIMINAL DAMAGE,2025-03-16 02:00:00,41.750485314,-87.62298042
CRIMINAL DAMAGE,2025-03-16 02:00:00,41.713438742,-87.631735506
BATTERY,2025-03-16 01:58:00,41.750133945,-87.662221927
BATTERY,2025-03-16 01:40:00,41.945006581,-87.654745566
BATTERY,2025-03-16 01:35:00,41.971006013,-87.70854818
BATTERY,2025-03-16 01:32:00,41.750933942,-87.6263067
BATTERY,2025-03-16 01:32:00,41.907560417,-87.766336846
THEFT,2025-03-16 01:30:00,41.903230312,-87.634455361
BATTERY,2025-03-16 01:30:00,42.018222741,-87.664735462
THEFT,2025-03-16 01:30:00,41.890013524,-87.631664996
THEFT,2025-03-16 01:30:00,41.828069036,-87.678877221
BATTERY,2025-03-16 01:28:00,41.78505339,-87.721371503
BATTERY,2025-03-16 01:10:00,41.811076866,-87.693066204
CRIMINAL DAMAGE,2025-03-16 01:09:00,41.995595257,-87.655558503
BATTERY,2025-03-16 01:08:00,41.780296748,-87.670292551
BURGLARY,2025-03-16 01:06:00,41.721251124,-87.65959212
THEFT,2025-03-16 01:05:00,41.871149707,-87.687341534
WEAPONS VIOLATION,2025-03-16 01:04:00,41.741332212,-87.717463076
BATTERY,2025-03-16 01:02:00,41.940685232,-87.68820595
MOTOR VEHICLE THEFT,2025-03-16 01:00:00,41.783557051,-87.732678801
OTHER OFFENSE,2025-03-16 01:00:00,41.774190883,-87.738503562
BATTERY,2025-03-16 01:00:00,41.909618829,-87.676277805
THEFT,2025-03-16 01:00:00,41.815326859,-87.642242385
OTHER OFFENSE,2025-03-16 01:00:00,41.91849252,-87.690130723
CRIMINAL DAMAGE,2025-03-16 01:00:00,41.716679404,-87.62274113
THEFT,2025-03-16 01:00:00,41.772245206,-87.623480901
THEFT,2025-03-16 01:00:00,41.846071802,-87.638755278
THEFT,2025-03-16 01:00:00,,
THEFT,2025-03-16 01:00:00,41.846071802,-87.638755278
THEFT,2025-03-16 01:00:00,41.729050495,-87.577954457
DECEPTIVE PRACTICE,2025-03-16 01:00:00,41.77516234,-87.587942631
BATTERY,2025-03-16 00:55:00,41.893676531,-87.635628328
CRIMINAL DAMAGE,2025-03-16 00:51:00,41.816731861,-87.704316107
WEAPONS VIOLATION,2025-03-16 00:51:00,41.861990637,-87.710418218
THEFT,2025-03-16 00:48:00,41.95388599,-87.710770479
PUBLIC PEACE VIOLATION,2025-03-16 00:45:00,41.80779181,-87.703963414
BATTERY,2025-03-16 00:33:00,41.873950808,-87.630658415
WEAPONS VIOLATION,2025-03-16 00:31:00,41.803181616,-87.585432024
BATTERY,2025-03-16 00:24:00,41.83134526,-87.650979169
ROBBERY,2025-03-16 00:20:00,41.793705588,-87.661360537
THEFT,2025-03-16 00:18:00,41.895732399,-87.687784384
OTHER OFFENSE,2025-03-16 00:17:00,41.877809197,-87.761734553
BATTERY,2025-03-16 00:15:00,41.876541001,-87.629253085
ROBBERY,2025-03-16 00:10:00,41.989971904,-87.706667002
ASSAULT,2025-03-16 00:10:00,41.85102174,-87.618954852
BATTERY,2025-03-16 00:07:00,41.887709569,-87.64868665
BATTERY,2025-03-16 00:05:00,41.883185894,-87.771891885
BATTERY,2025-03-16 00:05:00,41.932892608,-87.64033523
CRIMINAL DAMAGE,2025-03-16 00:01:00,41.704033051,-87.535284257
OTHER OFFENSE,2025-03-16 00:01:00,41.953113177,-87.77219401
CRIMINAL DAMAGE,2025-03-16 00:01:00,41.713561536,-87.561837333
THEFT,2025-03-16 00:01:00,41.94670237,-87.656117076
MOTOR VEHICLE THEFT,2025-03-16 00:00:00,41.937246945,-87.720815413
MOTOR VEHICLE THEFT,2025-03-16 00:00:00,41.742592237,-87.547866291
THEFT,2025-03-16 00:00:00,41.984237719,-87.655208186
BATTERY,2025-03-16 00:00:00,41.730208866,-87.608241973
OTHER OFFENSE,2025-03-16 00:00:00,41.75191443,-87.647716532
THEFT,2025-03-16 00:00:00,41.966164171,-87.657959103
BATTERY,2025-03-16 00:00:00,41.85706859,-87.722898905
MOTOR VEHICLE THEFT,2025-03-16 00:00:00,41.730820348,-87.580428611
PUBLIC PEACE VIOLATION,2025-03-16 00:00:00,41.88194177,-87.634210012
ROBBERY,2025-03-16 00:00:00,41.743125083,-87.605007694
CRIMINAL DAMAGE,2025-03-16 00:00:00,41.771981229,-87.644584811
CRIMINAL DAMAGE,2025-03-16 00:00:00,41.930539316,-87.74534398
DECEPTIVE PRACTICE,2025-03-16 00:00:00,42.002001806,-87.814927871
BATTERY,2025-03-16 00:00:00,41.862473141,-87.708812942
THEFT,2025-03-16 00:00:00,41.715001684,-87.532859416
THEFT,2025-03-16 00:00:00,41.890013771,-87.631705393
THEFT,2025-03-16 00:00:00,41.895897782,-87.677740745
CRIMINAL DAMAGE,2025-03-16 00:00:00,41.715448743,-87.553170812
CRIMINAL DAMAGE,2025-03-16 00:00:00,41.991453716,-87.658258308
DECEPTIVE PRACTICE,2025-03-16 00:00:00,41.990490364,-87.691238253
ASSAULT,2025-03-16 00:00:00,41.726557184,-87.608400262
MOTOR VEHICLE THEFT,2025-03-16 00:00:00,41.904805391,-87.691307724
MOTOR VEHICLE THEFT,2025-03-16 00:00:00,41.941603083,-87.662570288
OTHER OFFENSE,2025-03-16 00:00:00,41.78174502,-87.698340825
CRIMINAL TRESPASS,2025-03-16 00:00:00,41.703807158,-87.680329297
BATTERY,2025-03-15 23:58:00,41.951893745,-87.747276287
NARCOTICS,2025-03-15 23:58:00,41.949283608,-87.643036076
THEFT,2025-03-15 23:55:00,41.938900179,-87.741452043
THEFT,2025-03-15 23:50:00,,
ASSAULT,2025-03-15 23:50:00,41.751452878,-87.624567581
CRIMINAL DAMAGE,2025-03-15 23:49:00,41.821137496,-87.615119458
BATTERY,2025-03-15 23:40:00,41.886814671,-87.625555956
OTHER OFFENSE,2025-03-15 23:40:00,41.855385007,-87.709370105
BATTERY,2025-03-15 23:39:00,41.909618829,-87.676277805
MOTOR VEHICLE THEFT,2025-03-15 23:36:00,41.869408688,-87.657106077
WEAPONS VIOLATION,2025-03-15 23:34:00,41.885481891,-87.627935689
OFFENSE INVOLVING CHILDREN,2025-03-15 23:32:00,41.782512921,-87.654577031
THEFT,2025-03-15 23:30:00,41.945910991,-87.655474824
BATTERY,2025-03-15 23:28:00,41.889240249,-87.62907325
MOTOR VEHICLE THEFT,2025-03-15 23:24:00,41.735335188,-87.641162432
ROBBERY,2025-03-15 23:14:00,41.852443726,-87.659443059
WEAPONS VIOLATION,2025-03-15 23:08:00,41.860186368,-87.728662021
THEFT,2025-03-15 23:06:00,41.890013771,-87.631705393
OTHER OFFENSE,2025-03-15 23:06:00,41.692795987,-87.669156192
BATTERY,2025-03-15 23:05:00,41.896943556,-87.624206307
MOTOR VEHICLE THEFT,2025-03-15 23:00:00,41.940506567,-87.651125078
MOTOR VEHICLE THEFT,2025-03-15 23:00:00,41.70274621,-87.53809059
BATTERY,2025-03-15 23:00:00,41.798890676,-87.669580138
MOTOR VEHICLE THEFT,2025-03-15 23:00:00,41.872024699,-87.764576535
ASSAULT,2025-03-15 23:00:00,41.922519883,-87.780538765
THEFT,2025-03-15 23:00:00,41.923005158,-87.645351431
CRIMINAL DAMAGE,2025-03-15 23:00:00,41.903917122,-87.630531971
CRIMINAL DAMAGE,2025-03-15 23:00:00,41.790754583,-87.739927261
CRIMINAL DAMAGE,2025-03-15 22:57:00,41.899882008,-87.728677033
BATTERY,2025-03-15 22:51:00,41.783632386,-87.604377118
ASSAULT,2025-03-15 22:50:00,41.715320683,-87.604728336
ASSAULT,2025-03-15 22:45:00,41.702769942,-87.562925787
ASSAULT,2025-03-15 22:45:00,42.000332475,-87.679340769
BATTERY,2025-03-15 22:45:00,41.940218038,-87.73206722
BATTERY,2025-03-15 22:41:00,41.966150376,-87.657014253
BURGLARY,2025-03-15 22:40:00,41.983674892,-87.657023752
BATTERY,2025-03-15 22:30:00,41.777972797,-87.742277863
THEFT,2025-03-15 22:30:00,41.782508018,-87.764345349
OTHER OFFENSE,2025-03-15 22:30:00,41.862008217,-87.711636839
WEAPONS VIOLATION,2025-03-15 22:30:00,41.78157362,-87.711659121
MOTOR VEHICLE THEFT,2025-03-15 22:30:00,41.903203608,-87.676417051
THEFT,2025-03-15 22:30:00,41.846071802,-87.638755278
MOTOR VEHICLE THEFT,2025-03-15 22:30:00,41.871180583,-87.731936274
THEFT,2025-03-15 22:30:00,41.945910991,-87.655474824
CRIMINAL DAMAGE,2025-03-15 22:29:00,41.864423657,-87.718867725
BATTERY,2025-03-15 22:28:00,41.953970367,-87.699112012
BATTERY,2025-03-15 22:08:00,41.915259074,-87.634136763
NARCOTICS,2025-03-15 22:06:00,41.882412225,-87.728169751
OTHER OFFENSE,2025-03-15 22:05:00,41.816721389,-87.694462699
ASSAULT,2025-03-15 22:05:00,41.88249622,-87.624380767
CRIMINAL DAMAGE,2025-03-15 22:04:00,41.789726865,-87.78781958
WEAPONS VIOLATION,2025-03-15 22:03:00,41.895420644,-87.720539406
CRIMINAL DAMAGE,2025-03-15 22:00:00,41.86014601,-87.726213876
MOTOR VEHICLE THEFT,2025-03-15 22:00:00,42.011475373,-87.670987922
SEX OFFENSE,2025-03-15 22:00:00,41.890013771,-87.631705393
DECEPTIVE PRACTICE,2025-03-15 22:00:00,,
BATTERY,2025-03-15 22:00:00,41.857871142,-87.661661988
CRIMINAL DAMAGE,2025-03-15 22:00:00,41.783097018,-87.761927547
THEFT,2025-03-15 22:00:00,,
MOTOR VEHICLE THEFT,2025-03-15 22:00:00,41.870009983,-87.726425283
CRIMINAL DAMAGE,2025-03-15 22:00:00,41.673239246,-87.642977448
THEFT,2025-03-15 22:00:00,41.905193291,-87.719075734
BATTERY,2025-03-15 22:00:00,41.761709626,-87.703959427
BATTERY,2025-03-15 22:00:00,41.921463921,-87.673580498
THEFT,2025-03-15 22:00:00,41.879466833,-87.668467867
BATTERY,2025-03-15 21:57:00,41.961198869,-87.706151162
BATTERY,2025-03-15 21:51:00,41.692393516,-87.639133252
OTHER OFFENSE,2025-03-15 21:50:00,41.862028528,-87.712855434
BATTERY,2025-03-15 21:46:00,41.735852281,-87.729965248
NARCOTICS,2025-03-15 21:44:00,41.87380383,-87.69477944
BATTERY,2025-03-15 21:41:00,41.906631631,-87.758362293
BATTERY,2025-03-15 21:40:00,41.906593213,-87.758362638
ROBBERY,2025-03-15 21:38:00,41.874508295,-87.696116296
OTHER OFFENSE,2025-03-15 21:37:00,41.975368836,-87.744277197
CRIMINAL DAMAGE,2025-03-15 21:30:00,41.747656283,-87.554030587
ASSAULT,2025-03-15 21:30:00,41.759012808,-87.560215615
ASSAULT,2025-03-15 21:30:00,41.779672086,-87.738665559
THEFT,2025-03-15 21:30:00,41.84785572,-87.645162578
THEFT,2025-03-15 21:29:00,41.778340981,-87.703122242
BATTERY,2025-03-15 21:27:00,41.940425566,-87.764722587
ASSAULT,2025-03-15 21:20:00,41.691751579,-87.685225652
PUBLIC PEACE VIOLATION,2025-03-15 21:20:00,41.87276817,-87.707042122
LIQUOR LAW VIOLATION,2025-03-15 21:19:00,41.855034296,-87.667439919
BATTERY,2025-03-15 21:17:00,41.882738916,-87.635328699
CRIMINAL DAMAGE,2025-03-15 21:15:00,41.793705588,-87.661360537
ASSAULT,2025-03-15 21:15:00,41.701985787,-87.535283939
CRIMINAL DAMAGE,2025-03-15 21:12:00,41.885702079,-87.642031644
BATTERY,2025-03-15 21:10:00,41.82132742,-87.623155514
BATTERY,2025-03-15 21:06:00,41.779630545,-87.61078722
BATTERY,2025-03-15 21:01:00,41.946845754,-87.656233188
BATTERY,2025-03-15 21:00:00,41.775818341,-87.644683072
OTHER OFFENSE,2025-03-15 21:00:00,41.885589314,-87.774030221
ASSAULT,2025-03-15 21:00:00,41.965576104,-87.721963451
BATTERY,2025-03-15 21:00:00,41.902440973,-87.66504844
CRIMINAL TRESPASS,2025-03-15 21:00:00,41.906598157,-87.659825297
OTHER OFFENSE,2025-03-15 21:00:00,41.843544056,-87.707451983
DECEPTIVE PRACTICE,2025-03-15 21:00:00,41.943056436,-87.649362967
THEFT,2025-03-15 21:00:00,41.733747719,-87.615463699
MOTOR VEHICLE THEFT,2025-03-15 21:00:00,41.651396079,-87.545927188
THEFT,2025-03-15 21:00:00,41.89728024,-87.716764069
THEFT,2025-03-15 21:00:00,41.958218081,-87.702040567
CRIMINAL DAMAGE,2025-03-15 21:00:00,41.913722308,-87.783487774
THEFT,2025-03-15 21:00:00,41.783739657,-87.68742771
ROBBERY,2025-03-15 21:00:00,41.809519024,-87.607384952
OTHER OFFENSE,2025-03-15 21:00:00,41.972749328,-87.728153813
OTHER OFFENSE,2025-03-15 21:00:00,,
OTHER OFFENSE,2025-03-15 21:00:00,41.771473188,-87.590357168
MOTOR VEHICLE THEFT,2025-03-15 21:00:00,41.676995167,-87.627438678
CRIMINAL SEXUAL ASSAULT,2025-03-15 21:00:00,41.875136518,-87.735897791
THEFT,2025-03-15 21:00:00,41.883500187,-87.627876698
DECEPTIVE PRACTICE,2025-03-15 21:00:00,41.86821682,-87.6304532
WEAPONS VIOLATION,2025-03-15 20:58:00,41.71584694,-87.653894425
ASSAULT,2025-03-15 20:56:00,41.738379322,-87.561166634
BATTERY,2025-03-15 20:47:00,41.875254895,-87.627618559
BATTERY,2025-03-15 20:45:00,41.947252263,-87.65350869
BATTERY,2025-03-15 20:36:00,41.92116755,-87.738904205
MOTOR VEHICLE THEFT,2025-03-15 20:30:00,41.903396846,-87.663315635
CRIMINAL DAMAGE,2025-03-15 20:30:00,41.784422201,-87.703598021
THEFT,2025-03-15 20:30:00,41.686867374,-87.620901922
ROBBERY,2025-03-15 20:25:00,41.823566885,-87.688795972
CRIMINAL DAMAGE,2025-03-15 20:21:00,41.876607964,-87.627644063
BATTERY,2025-03-15 20:21:00,41.792342313,-87.619163083
BATTERY,2025-03-15 20:20:00,41.772387175,-87.589954366
CRIMINAL DAMAGE,2025-03-15 20:20:00,41.673532835,-87.624928926
ASSAULT,2025-03-15 20:19:00,41.952901742,-87.787536961
THEFT,2025-03-15 20:15:00,42.016607113,-87.675302757
ASSAULT,2025-03-15 20:15:00,41.807499342,-87.590234482
THEFT,2025-03-15 20:12:00,41.883500187,-87.627876698
ROBBERY,2025-03-15 20:10:00,41.997888171,-87.680440023
BATTERY,2025-03-15 20:08:00,41.882389156,-87.624374606
WEAPONS VIOLATION,2025-03-15 20:07:00,41.951034425,-87.660137054
MOTOR VEHICLE THEFT,2025-03-15 20:00:00,41.952700835,-87.652803773
ASSAULT,2025-03-15 20:00:00,41.978804601,-87.659936583
BATTERY,2025-03-15 20:00:00,41.942351064,-87.649344776
THEFT,2025-03-15 20:00:00,41.885935298,-87.649818339
BATTERY,2025-03-15 20:00:00,41.885575917,-87.652609523
CRIMINAL SEXUAL ASSAULT,2025-03-15 20:00:00,41.942987835,-87.6493637
ASSAULT,2025-03-15 20:00:00,41.803573845,-87.676991943
THEFT,2025-03-15 20:00:00,41.891573034,-87.675371975
BATTERY,2025-03-15 20:00:00,41.89138477,-87.648797987
THEFT,2025-03-15 20:00:00,41.946145384,-87.655667162
OTHER OFFENSE,2025-03-15 20:00:00,41.991453716,-87.658258308
ROBBERY,2025-03-15 20:00:00,41.750133945,-87.662221927
WEAPONS VIOLATION,2025-03-15 19:59:00,41.937263715,-87.668573535
DECEPTIVE PRACTICE,2025-03-15 19:50:00,41.859794359,-87.622370293
BATTERY,2025-03-15 19:47:00,41.808855912,-87.664976619
BATTERY,2025-03-15 19:42:00,41.881556538,-87.627758535
BATTERY,2025-03-15 19:42:00,41.728735699,-87.58394422
CRIMINAL DAMAGE,2025-03-15 19:42:00,41.884650262,-87.627915459
BATTERY,2025-03-15 19:40:00,41.82254499,-87.665557031
BATTERY,2025-03-15 19:39:00,41.778883826,-87.664206366
INTERFERENCE WITH PUBLIC OFFICER,2025-03-15 19:39:00,41.778883826,-87.664206366
THEFT,2025-03-15 19:32:00,41.977968974,-87.846468041
BATTERY,2025-03-15 19:30:00,41.881556538,-87.627758535
CRIMINAL DAMAGE,2025-03-15 19:30:00,41.929060122,-87.650611297
BATTERY,2025-03-15 19:30:00,41.893741546,-87.704868606
WEAPONS VIOLATION,2025-03-15 19:29:00,41.816931395,-87.693242676
BATTERY,2025-03-15 19:23:00,41.852034102,-87.623781281
OTHER OFFENSE,2025-03-15 19:21:00,41.843403023,-87.718430312
CRIMINAL DAMAGE,2025-03-15 19:20:00,41.878508188,-87.752280252
ROBBERY,2025-03-15 19:20:00,41.799123774,-87.587265261
THEFT,2025-03-15 19:19:00,41.931574051,-87.711516699
ROBBERY,2025-03-15 19:18:00,41.890509629,-87.743830813
THEFT,2025-03-15 19:15:00,41.915128896,-87.686365479
BURGLARY,2025-03-15 19:12:00,41.761599817,-87.590874263
BATTERY,2025-03-15 19:09:00,41.813058022,-87.665083334
ASSAULT,2025-03-15 19:09:00,41.696774514,-87.713223425
BATTERY,2025-03-15 19:07:00,41.946248393,-87.657779705
ASSAULT,2025-03-15 19:05:00,41.837205442,-87.706060571
BATTERY,2025-03-15 19:05:00,41.857969611,-87.655534354
BATTERY,2025-03-15 19:04:00,41.801406529,-87.658166297
INTERFERENCE WITH PUBLIC OFFICER,2025-03-15 19:02:00,41.774069965,-87.644639452
NARCOTICS,2025-03-15 19:01:00,41.893596455,-87.719135444
BATTERY,2025-03-15 19:00:00,41.844227884,-87.726467148
THEFT,2025-03-15 19:00:00,41.966251399,-87.662539766
MOTOR VEHICLE THEFT,2025-03-15 19:00:00,41.752561862,-87.576007705
BATTERY,2025-03-15 19:00:00,,
CRIMINAL DAMAGE,2025-03-15 19:00:00,41.94175425,-87.653280397
MOTOR VEHICLE THEFT,2025-03-15 19:00:00,41.881191799,-87.684578085
BATTERY,2025-03-15 19:00:00,41.80462016,-87.684368169
THEFT,2025-03-15 19:00:00,41.904160813,-87.634489295
CRIMINAL DAMAGE,2025-03-15 19:00:00,41.893199621,-87.675241423
MOTOR VEHICLE THEFT,2025-03-15 19:00:00,41.917354172,-87.677605691
BURGLARY,2025-03-15 19:00:00,,
MOTOR VEHICLE THEFT,2025-03-15 18:55:00,41.711250369,-87.560953019
BATTERY,2025-03-15 18:51:00,41.883859085,-87.752745896
ASSAULT,2025-03-15 18:50:00,41.820321877,-87.611089368
CRIMINAL DAMAGE,2025-03-15 18:50:00,41.920315481,-87.802471942
THEFT,2025-03-15 18:50:00,41.88171846,-87.627760426
BATTERY,2025-03-15 18:45:00,41.879542637,-87.625144154
THEFT,2025-03-15 18:44:00,,
CRIMINAL DAMAGE,2025-03-15 18:40:00,41.936304033,-87.652320242
OTHER OFFENSE,2025-03-15 18:35:00,41.770227581,-87.628290698
CRIMINAL DAMAGE,2025-03-15 18:35:00,41.873723439,-87.627591345
DECEPTIVE PRACTICE,2025-03-15 18:34:00,41.770227581,-87.628290698
ASSAULT,2025-03-15 18:33:00,41.741447487,-87.710338802
THEFT,2025-03-15 18:32:00,41.953140504,-87.769929177
