primary_type,date,latitude,longitude,temperature,humidity,wind_speed
CRIMINAL SEXUAL ASSAULT,2025-03-06 22:00:00,41.973446477,-87.66863503,0.97,72,0.45
THEFT,2025-03-06 22:00:00,41.894046598,-87.746439101,0.97,72,0.45
OTHER OFFENSE,2025-03-06 21:59:00,41.69282215,-87.60550588,0.97,72,0.45
PROSTITUTION,2025-03-06 21:50:00,41.869363464,-87.742428042,0.97,72,0.45
OTHER OFFENSE,2025-03-06 21:44:00,41.986735561,-87.80882819,0.97,72,0.45
ASSAULT,2025-03-06 21:37:00,41.725949327,-87.653059,0.97,72,0.45
BURGLARY,2025-03-06 21:30:00,41.984175796,-87.816823269,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 21:30:00,41.889982118,-87.658009292,0.97,72,0.45
BATTERY,2025-03-06 21:30:00,41.655804559,-87.59615609,0.97,72,0.45
BATTERY,2025-03-06 21:28:00,41.921559199,-87.737695343,0.97,72,0.45
ASSAULT,2025-03-06 21:26:00,41.751457646,-87.552892516,0.97,72,0.45
BATTERY,2025-03-06 21:20:00,41.881594763,-87.658314275,0.97,72,0.45
ASSAULT,2025-03-06 21:19:00,41.879691121,-87.731529667,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 21:16:00,41.903488212,-87.731864611,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 21:15:00,41.786903184,-87.622266865,0.97,72,0.45
ASSAULT,2025-03-06 21:07:00,41.868107536,-87.632778394,0.97,72,0.45
BATTERY,2025-03-06 21:03:00,41.862906101,-87.656858884,0.97,72,0.45
THEFT,2025-03-06 21:00:00,41.997723659,-87.690186971,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 21:00:00,41.873012627,-87.643846358,0.97,72,0.45
BATTERY,2025-03-06 21:00:00,41.870833492,-87.716170158,0.97,72,0.45
THEFT,2025-03-06 21:00:00,41.874669769,-87.683792194,0.97,72,0.45
OTHER OFFENSE,2025-03-06 20:54:00,41.961056984,-87.778260803,0.97,72,0.45
SEX OFFENSE,2025-03-06 20:53:00,41.876587174,-87.628727499,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 20:51:00,41.853485391,-87.725638189,0.97,72,0.45
BATTERY,2025-03-06 20:51:00,41.721023054,-87.641986379,0.97,72,0.45
BATTERY,2025-03-06 20:45:00,41.84197912,-87.709845338,0.97,72,0.45
THEFT,2025-03-06 20:45:00,41.881436137,-87.688493817,0.97,72,0.45
BATTERY,2025-03-06 20:45:00,41.885741029,-87.631711749,0.97,72,0.45
OTHER OFFENSE,2025-03-06 20:44:00,41.777139254,-87.762501038,0.97,72,0.45
OTHER OFFENSE,2025-03-06 20:38:00,41.910572729,-87.671785941,0.97,72,0.45
ASSAULT,2025-03-06 20:35:00,41.917346904,-87.782802648,0.97,72,0.45
BATTERY,2025-03-06 20:32:00,41.743125083,-87.605007694,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 20:30:00,42.012528455,-87.663304825,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 20:30:00,41.763339117,-87.583600351,0.97,72,0.45
THEFT,2025-03-06 20:30:00,41.809445968,-87.67496226,0.97,72,0.45
ASSAULT,2025-03-06 20:30:00,41.786480243,-87.689211574,0.97,72,0.45
THEFT,2025-03-06 20:26:00,41.697647241,-87.594839913,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 20:24:00,41.911493772,-87.771537341,0.97,72,0.45
NARCOTICS,2025-03-06 20:19:00,41.880829748,-87.76487669,0.97,72,0.45
BATTERY,2025-03-06 20:18:00,41.813123426,-87.671164632,0.97,72,0.45
BATTERY,2025-03-06 20:16:00,41.880186421,-87.768532463,0.97,72,0.45
THEFT,2025-03-06 20:15:00,41.87098268,-87.624148194,0.97,72,0.45
BATTERY,2025-03-06 20:15:00,41.890057206,-87.628491342,0.97,72,0.45
INTERFERENCE WITH PUBLIC OFFICER,2025-03-06 20:14:00,41.721623049,-87.624701342,0.97,72,0.45
THEFT,2025-03-06 20:12:00,41.917656022,-87.688750258,0.97,72,0.45
BATTERY,2025-03-06 20:11:00,41.903140345,-87.757144655,0.97,72,0.45
ASSAULT,2025-03-06 20:07:00,41.789485613,-87.683915798,0.97,72,0.45
OTHER OFFENSE,2025-03-06 20:02:00,41.810657946,-87.607826939,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 20:00:00,41.887723159,-87.655139133,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 20:00:00,41.816736383,-87.611291068,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 20:00:00,41.767591513,-87.661464502,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 20:00:00,41.985705803,-87.689513462,0.97,72,0.45
BATTERY,2025-03-06 20:00:00,41.720970905,-87.679976067,0.97,72,0.45
BATTERY,2025-03-06 20:00:00,41.931459565,-87.708625556,0.97,72,0.45
OTHER OFFENSE,2025-03-06 20:00:00,41.890753061,-87.63639101,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 20:00:00,41.749250765,-87.617295548,0.97,72,0.45
THEFT,2025-03-06 20:00:00,41.891678767,-87.627551654,0.97,72,0.45
OFFENSE INVOLVING CHILDREN,2025-03-06 20:00:00,41.686460463,-87.633734743,0.97,72,0.45
OTHER OFFENSE,2025-03-06 19:52:00,41.90399561,-87.711714573,0.97,72,0.45
INTIMIDATION,2025-03-06 19:51:00,41.999700173,-87.680587053,0.97,72,0.45
THEFT,2025-03-06 19:50:00,41.754592961,-87.741528537,0.97,72,0.45
BATTERY,2025-03-06 19:50:00,41.774308589,-87.610663654,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 19:48:00,41.733527193,-87.663003006,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 19:47:00,41.867413836,-87.704476701,0.97,72,0.45
THEFT,2025-03-06 19:47:00,41.882784345,-87.70698104,0.97,72,0.45
BATTERY,2025-03-06 19:46:00,41.708047388,-87.65016046,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 19:41:00,41.854840064,-87.706560015,0.97,72,0.45
NARCOTICS,2025-03-06 19:41:00,41.781321374,-87.604326298,0.97,72,0.45
ASSAULT,2025-03-06 19:40:00,41.783174011,-87.61569728,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 19:30:00,41.678237739,-87.68073427,0.97,72,0.45
ASSAULT,2025-03-06 19:30:00,41.966637511,-87.707590706,0.97,72,0.45
BURGLARY,2025-03-06 19:30:00,41.794424835,-87.582519409,0.97,72,0.45
BATTERY,2025-03-06 19:30:00,41.890556838,-87.719836666,0.97,72,0.45
THEFT,2025-03-06 19:30:00,41.994470029,-87.748338915,0.97,72,0.45
BATTERY,2025-03-06 19:30:00,41.763647371,-87.586265199,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 19:29:00,41.94219754,-87.688249516,0.97,72,0.45
INTERFERENCE WITH PUBLIC OFFICER,2025-03-06 19:27:00,41.68391694,-87.625298274,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 19:23:00,41.85467338,-87.711234366,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 19:22:00,41.73585412,-87.658739723,0.97,72,0.45
NARCOTICS,2025-03-06 19:20:00,41.851626433,-87.718215751,0.97,72,0.45
OTHER OFFENSE,2025-03-06 19:20:00,41.871227331,-87.653253778,0.97,72,0.45
INTERFERENCE WITH PUBLIC OFFICER,2025-03-06 19:09:00,41.751719316,-87.566896034,0.97,72,0.45
THEFT,2025-03-06 19:03:00,41.963070794,-87.655984213,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 19:00:00,41.88194177,-87.634210012,0.97,72,0.45
OTHER OFFENSE,2025-03-06 19:00:00,41.786305333,-87.633955671,0.97,72,0.45
BATTERY,2025-03-06 19:00:00,41.815551462,-87.693814014,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 19:00:00,42.019809042,-87.669491958,0.97,72,0.45
THEFT,2025-03-06 19:00:00,41.984622486,-87.836582104,0.97,72,0.45
THEFT,2025-03-06 19:00:00,41.86821682,-87.6304532,0.97,72,0.45
OTHER OFFENSE,2025-03-06 19:00:00,41.884516183,-87.620866041,0.97,72,0.45
BATTERY,2025-03-06 18:55:00,41.967538619,-87.713340244,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 18:55:00,41.967538619,-87.713340244,0.97,72,0.45
BATTERY,2025-03-06 18:48:00,41.953177006,-87.767307661,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 18:45:00,41.832034611,-87.618138603,0.97,72,0.45
CONCEALED CARRY LICENSE VIOLATION,2025-03-06 18:44:00,41.779601956,-87.655165014,0.97,72,0.45
ASSAULT,2025-03-06 18:40:00,41.664480359,-87.639052549,0.97,72,0.45
THEFT,2025-03-06 18:40:00,41.938702181,-87.643536131,0.97,72,0.45
BATTERY,2025-03-06 18:31:00,41.954294839,-87.668664955,0.97,72,0.45
THEFT,2025-03-06 18:30:00,41.891694878,-87.626155832,0.97,72,0.45
THEFT,2025-03-06 18:30:00,41.752358555,-87.597940213,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 18:30:00,41.895003278,-87.62152816,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 18:27:00,41.787454602,-87.620024028,0.97,72,0.45
NARCOTICS,2025-03-06 18:20:00,41.754014885,-87.613782944,0.97,72,0.45
BURGLARY,2025-03-06 18:20:00,41.753680698,-87.556156634,0.97,72,0.45
THEFT,2025-03-06 18:16:00,41.912406937,-87.680602833,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 18:15:00,42.005924664,-87.664967268,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 18:15:00,41.830611847,-87.623247369,0.97,72,0.45
THEFT,2025-03-06 18:05:00,41.938702181,-87.643536131,0.97,72,0.45
BATTERY,2025-03-06 18:00:00,41.830615654,-87.656142227,0.97,72,0.45
THEFT,2025-03-06 18:00:00,41.918599183,-87.788747934,0.97,72,0.45
THEFT,2025-03-06 18:00:00,41.788987036,-87.74147999,0.97,72,0.45
BATTERY,2025-03-06 18:00:00,41.862491547,-87.707153432,0.97,72,0.45
BATTERY,2025-03-06 18:00:00,42.018424421,-87.68896273,0.97,72,0.45
THEFT,2025-03-06 17:59:00,,,0.97,72,0.45
OTHER OFFENSE,2025-03-06 17:59:00,41.883554448,-87.653247925,0.97,72,0.45
THEFT,2025-03-06 17:50:00,41.910764867,-87.658120918,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 17:48:00,41.702119317,-87.529243761,0.97,72,0.45
THEFT,2025-03-06 17:46:00,41.726337499,-87.664015558,0.97,72,0.45
THEFT,2025-03-06 17:45:00,41.834095849,-87.670809065,0.97,72,0.45
ASSAULT,2025-03-06 17:45:00,41.761727593,-87.564815996,0.97,72,0.45
THEFT,2025-03-06 17:45:00,41.896717997,-87.625009525,0.97,72,0.45
THEFT,2025-03-06 17:40:00,41.711045745,-87.670576179,0.97,72,0.45
THEFT,2025-03-06 17:36:00,41.753887157,-87.611358218,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 17:33:00,41.742433848,-87.663236494,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 17:33:00,41.899080601,-87.719351037,0.97,72,0.45
THEFT,2025-03-06 17:30:00,41.881128394,-87.769791062,0.97,72,0.45
BATTERY,2025-03-06 17:30:00,41.746727391,-87.662543236,0.97,72,0.45
CRIMINAL SEXUAL ASSAULT,2025-03-06 17:30:00,41.929289074,-87.777525691,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 17:30:00,41.677464116,-87.665495904,0.97,72,0.45
THEFT,2025-03-06 17:30:00,41.895003278,-87.62152816,0.97,72,0.45
OTHER OFFENSE,2025-03-06 17:29:00,41.9443935,-87.798368562,0.97,72,0.45
NARCOTICS,2025-03-06 17:28:00,41.861975288,-87.711637158,0.97,72,0.45
OTHER OFFENSE,2025-03-06 17:26:00,41.774279999,-87.711791881,0.97,72,0.45
BATTERY,2025-03-06 17:23:00,41.881512491,-87.630869346,0.97,72,0.45
THEFT,2025-03-06 17:20:00,41.750526659,-87.607639568,0.97,72,0.45
BATTERY,2025-03-06 17:20:00,41.716950531,-87.535281966,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 17:18:00,41.731185521,-87.55128418,0.97,72,0.45
OFFENSE INVOLVING CHILDREN,2025-03-06 17:15:00,41.853516822,-87.666038819,0.97,72,0.45
BATTERY,2025-03-06 17:14:00,41.906684967,-87.635303024,0.97,72,0.45
PUBLIC PEACE VIOLATION,2025-03-06 17:13:00,41.779758427,-87.64410563,0.97,72,0.45
ASSAULT,2025-03-06 17:10:00,41.807274052,-87.719857962,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 17:01:00,41.950417769,-87.649129878,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 17:00:00,41.882777292,-87.707700869,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 17:00:00,41.907244407,-87.627607995,0.97,72,0.45
THEFT,2025-03-06 17:00:00,41.920016659,-87.717868019,0.97,72,0.45
NARCOTICS,2025-03-06 16:46:00,41.861694024,-87.72626164,0.97,72,0.45
ASSAULT,2025-03-06 16:45:00,41.947295978,-87.651162974,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 16:45:00,42.000312614,-87.660706862,0.97,72,0.45
THEFT,2025-03-06 16:40:00,41.903996883,-87.643230238,0.97,72,0.45
BATTERY,2025-03-06 16:39:00,41.760412801,-87.561499974,0.97,72,0.45
ASSAULT,2025-03-06 16:37:00,41.820481507,-87.684751006,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 16:30:00,41.764885191,-87.629756746,0.97,72,0.45
BATTERY,2025-03-06 16:30:00,41.698889033,-87.629158341,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 16:30:00,41.769044859,-87.631888748,0.97,72,0.45
THEFT,2025-03-06 16:30:00,41.842695834,-87.61721984,0.97,72,0.45
SEX OFFENSE,2025-03-06 16:28:00,,,0.97,72,0.45
ASSAULT,2025-03-06 16:25:00,42.014911903,-87.671128898,0.97,72,0.45
THEFT,2025-03-06 16:25:00,41.946212132,-87.646579678,0.97,72,0.45
ASSAULT,2025-03-06 16:25:00,41.891037284,-87.618343879,0.97,72,0.45
THEFT,2025-03-06 16:21:00,41.863458809,-87.65240364,0.97,72,0.45
BURGLARY,2025-03-06 16:20:00,41.885729338,-87.625780935,0.97,72,0.45
BATTERY,2025-03-06 16:19:00,41.951315505,-87.716519304,0.97,72,0.45
OTHER OFFENSE,2025-03-06 16:17:00,41.884288322,-87.647904248,0.97,72,0.45
THEFT,2025-03-06 16:15:00,41.896159967,-87.700507067,0.97,72,0.45
THEFT,2025-03-06 16:09:00,41.938476501,-87.698611331,0.97,72,0.45
ROBBERY,2025-03-06 16:08:00,41.873806023,-87.694680281,0.97,72,0.45
THEFT,2025-03-06 16:07:00,41.906797102,-87.671861659,0.97,72,0.45
ASSAULT,2025-03-06 16:06:00,41.976095027,-87.692350085,0.97,72,0.45
BATTERY,2025-03-06 16:00:00,41.844112707,-87.628445336,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 16:00:00,41.93534499,-87.788278397,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 16:00:00,41.708383145,-87.612578069,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 16:00:00,41.891199446,-87.624137626,0.97,72,0.45
OTHER OFFENSE,2025-03-06 16:00:00,41.750991368,-87.622271215,0.97,72,0.45
THEFT,2025-03-06 16:00:00,41.705267858,-87.629323117,0.97,72,0.45
NARCOTICS,2025-03-06 15:56:00,41.894154031,-87.718715064,0.97,72,0.45
BATTERY,2025-03-06 15:50:00,41.893650526,-87.759290438,0.97,72,0.45
ASSAULT,2025-03-06 15:47:00,41.709544025,-87.53890409,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 15:45:00,41.93602892,-87.727097133,0.97,72,0.45
BATTERY,2025-03-06 15:43:00,41.952389116,-87.720221957,0.97,72,0.45
BATTERY,2025-03-06 15:40:00,41.902883195,-87.667479289,0.97,72,0.45
BURGLARY,2025-03-06 15:40:00,41.745014465,-87.614803207,0.97,72,0.45
BATTERY,2025-03-06 15:40:00,41.791920684,-87.723121381,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 15:39:00,41.950712705,-87.807715645,0.97,72,0.45
ASSAULT,2025-03-06 15:38:00,41.722520812,-87.571158974,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 15:35:00,41.707519433,-87.601839023,0.97,72,0.45
BATTERY,2025-03-06 15:35:00,41.782158459,-87.645275205,0.97,72,0.45
SEX OFFENSE,2025-03-06 15:34:00,41.669172197,-87.641619093,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 15:30:00,41.891990384,-87.611461502,0.97,72,0.45
THEFT,2025-03-06 15:30:00,41.93991842,-87.653288878,0.97,72,0.45
ASSAULT,2025-03-06 15:30:00,41.706070186,-87.653645803,0.97,72,0.45
BURGLARY,2025-03-06 15:30:00,41.918578314,-87.636183854,0.97,72,0.45
OTHER OFFENSE,2025-03-06 15:28:00,41.754991603,-87.719179646,0.97,72,0.45
ASSAULT,2025-03-06 15:26:00,41.765558228,-87.622733535,0.97,72,0.45
BATTERY,2025-03-06 15:25:00,41.924671469,-87.759857617,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 15:22:00,41.758056703,-87.589566341,0.97,72,0.45
BATTERY,2025-03-06 15:17:00,41.946127868,-87.670054731,0.97,72,0.45
BATTERY,2025-03-06 15:15:00,41.731430954,-87.552669707,0.97,72,0.45
THEFT,2025-03-06 15:14:00,41.754592961,-87.741528537,0.97,72,0.45
OTHER OFFENSE,2025-03-06 15:14:00,41.802033196,-87.620621557,0.97,72,0.45
OTHER OFFENSE,2025-03-06 15:11:00,41.846399101,-87.699628725,0.97,72,0.45
THEFT,2025-03-06 15:00:00,41.94514262,-87.67051707,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 15:00:00,41.841721393,-87.643639248,0.97,72,0.45
OTHER OFFENSE,2025-03-06 15:00:00,41.925226238,-87.662683065,0.97,72,0.45
THEFT,2025-03-06 15:00:00,41.978607423,-87.768943454,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 15:00:00,41.705677782,-87.600944364,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 15:00:00,41.913570979,-87.763149717,0.97,72,0.45
NARCOTICS,2025-03-06 14:52:00,41.865693813,-87.723936601,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 14:50:00,41.851877836,-87.697361352,0.97,72,0.45
THEFT,2025-03-06 14:49:00,41.867099577,-87.723552444,0.97,72,0.45
BATTERY,2025-03-06 14:47:00,41.790439233,-87.615872939,0.97,72,0.45
THEFT,2025-03-06 14:46:00,41.904867331,-87.764472487,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 14:46:00,41.886094169,-87.765068733,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 14:40:00,41.886443395,-87.626316579,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 14:39:00,41.70003572,-87.611832732,0.97,72,0.45
ASSAULT,2025-03-06 14:30:00,41.931349782,-87.708622952,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 14:30:00,41.852004263,-87.688536253,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 14:30:00,41.76015578,-87.556752911,0.97,72,0.45
ROBBERY,2025-03-06 14:28:00,41.808423306,-87.682836912,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 14:24:00,41.706653929,-87.612531464,0.97,72,0.45
CRIMINAL SEXUAL ASSAULT,2025-03-06 14:20:00,41.792195498,-87.604958508,0.97,72,0.45
BATTERY,2025-03-06 14:20:00,41.87851302,-87.766424778,0.97,72,0.45
THEFT,2025-03-06 14:20:00,41.737750767,-87.604855911,0.97,72,0.45
BATTERY,2025-03-06 14:18:00,41.878726928,-87.678199026,0.97,72,0.45
THEFT,2025-03-06 14:15:00,41.893223483,-87.63153437,0.97,72,0.45
BATTERY,2025-03-06 14:10:00,41.964744922,-87.714849143,0.97,72,0.45
THEFT,2025-03-06 14:06:00,41.917862902,-87.744648349,0.97,72,0.45
CONCEALED CARRY LICENSE VIOLATION,2025-03-06 14:03:00,41.976762981,-87.900983721,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 14:00:00,41.750485314,-87.62298042,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 14:00:00,42.012808566,-87.664751692,0.97,72,0.45
BATTERY,2025-03-06 14:00:00,41.866331725,-87.666379171,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 14:00:00,41.771482583,-87.589264627,0.97,72,0.45
BATTERY,2025-03-06 14:00:00,41.964744922,-87.714849143,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 14:00:00,41.850936432,-87.680706954,0.97,72,0.45
THEFT,2025-03-06 14:00:00,41.754592961,-87.741528537,0.97,72,0.45
BATTERY,2025-03-06 14:00:00,41.975533897,-87.728002414,0.97,72,0.45
OTHER OFFENSE,2025-03-06 13:57:00,41.68995741,-87.637460623,0.97,72,0.45
BURGLARY,2025-03-06 13:50:00,41.960046783,-87.646762046,0.97,72,0.45
THEFT,2025-03-06 13:49:00,41.748562136,-87.661399109,0.97,72,0.45
BATTERY,2025-03-06 13:39:00,41.693634583,-87.638783053,0.97,72,0.45
ARSON,2025-03-06 13:36:00,41.756115887,-87.605326291,0.97,72,0.45
ROBBERY,2025-03-06 13:35:00,41.793424442,-87.583554214,0.97,72,0.45
BURGLARY,2025-03-06 13:33:00,41.708088133,-87.622491493,0.97,72,0.45
THEFT,2025-03-06 13:30:00,41.788366253,-87.739773278,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 13:30:00,41.965421476,-87.655797526,0.97,72,0.45
THEFT,2025-03-06 13:30:00,41.72160408,-87.632796887,0.97,72,0.45
THEFT,2025-03-06 13:30:00,41.960311286,-87.677452234,0.97,72,0.45
THEFT,2025-03-06 13:30:00,41.993907283,-87.667701163,0.97,72,0.45
THEFT,2025-03-06 13:30:00,41.996509716,-87.670234472,0.97,72,0.45
THEFT,2025-03-06 13:15:00,41.711714647,-87.642954141,0.97,72,0.45
OTHER OFFENSE,2025-03-06 13:07:00,41.767243934,-87.689426024,0.97,72,0.45
ASSAULT,2025-03-06 13:06:00,41.728852906,-87.554118677,0.97,72,0.45
WEAPONS VIOLATION,2025-03-06 13:05:00,41.678714143,-87.617840066,0.97,72,0.45
CONCEALED CARRY LICENSE VIOLATION,2025-03-06 13:04:00,41.974861952,-87.890372151,0.97,72,0.45
OTHER OFFENSE,2025-03-06 13:00:00,41.750857203,-87.597906043,0.97,72,0.45
THEFT,2025-03-06 13:00:00,41.868165405,-87.62743954,0.97,72,0.45
THEFT,2025-03-06 13:00:00,41.858579571,-87.625628785,0.97,72,0.45
ASSAULT,2025-03-06 13:00:00,41.812244589,-87.604430616,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 13:00:00,41.903174456,-87.754106431,0.97,72,0.45
THEFT,2025-03-06 13:00:00,41.681205804,-87.642021044,0.97,72,0.45
OTHER OFFENSE,2025-03-06 13:00:00,41.919975072,-87.772429317,0.97,72,0.45
THEFT,2025-03-06 13:00:00,41.878630716,-87.636673298,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-06 13:00:00,41.841622651,-87.617191438,0.97,72,0.45
THEFT,2025-03-06 13:00:00,41.887902159,-87.636903101,0.97,72,0.45
BATTERY,2025-03-06 12:59:00,41.748417134,-87.672357702,0.97,72,0.45
NARCOTICS,2025-03-06 12:54:00,41.884673532,-87.726099237,0.97,72,0.45
NARCOTICS,2025-03-06 12:41:00,41.885720773,-87.747018429,0.97,72,0.45
ASSAULT,2025-03-06 12:40:00,41.80967154,-87.594291927,0.97,72,0.45
THEFT,2025-03-06 12:37:00,41.82801025,-87.614418894,0.97,72,0.45
BATTERY,2025-03-06 12:35:00,41.850945565,-87.727974599,0.97,72,0.45
THEFT,2025-03-06 12:34:00,41.776832515,-87.683577859,0.97,72,0.45
BATTERY,2025-03-06 12:31:00,41.90002373,-87.62305924,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 12:31:00,41.986144133,-87.709761113,0.97,72,0.45
ASSAULT,2025-03-06 12:30:00,41.999910093,-87.700929631,0.97,72,0.45
THEFT,2025-03-06 12:30:00,41.897049729,-87.662426989,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 12:30:00,41.874863288,-87.753804017,0.97,72,0.45
OTHER OFFENSE,2025-03-06 12:27:00,41.876388206,-87.664758134,0.97,72,0.45
THEFT,2025-03-06 12:20:00,42.000543176,-87.660715471,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 12:18:00,41.884187759,-87.653608441,0.97,72,0.45
THEFT,2025-03-06 12:13:00,41.779059693,-87.615596501,0.97,72,0.45
THEFT,2025-03-06 12:05:00,41.799462885,-87.596008257,0.97,72,0.45
NARCOTICS,2025-03-06 12:03:00,41.863797669,-87.717787055,0.97,72,0.45
BATTERY,2025-03-06 12:00:00,41.883219258,-87.626818503,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 12:00:00,41.794665882,-87.585395349,0.97,72,0.45
THEFT,2025-03-06 12:00:00,41.858062995,-87.710305832,0.97,72,0.45
THEFT,2025-03-06 12:00:00,41.917236266,-87.720856159,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 12:00:00,41.963182177,-87.780779395,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 12:00:00,41.84585638,-87.72460935,0.97,72,0.45
BURGLARY,2025-03-06 12:00:00,41.905210001,-87.722723393,0.97,72,0.45
ASSAULT,2025-03-06 12:00:00,41.778756448,-87.716467194,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 12:00:00,41.756042508,-87.619877189,0.97,72,0.45
OTHER OFFENSE,2025-03-06 12:00:00,,,0.97,72,0.45
THEFT,2025-03-06 12:00:00,41.76702286,-87.643765428,0.97,72,0.45
THEFT,2025-03-06 12:00:00,41.978495324,-87.689251423,0.97,72,0.45
THEFT,2025-03-06 11:52:00,41.834201033,-87.663865352,0.97,72,0.45
THEFT,2025-03-06 11:45:00,41.706567436,-87.670175387,0.97,72,0.45
THEFT,2025-03-06 11:42:00,41.797473943,-87.616051196,0.97,72,0.45
BATTERY,2025-03-06 11:40:00,41.905360864,-87.72737266,0.97,72,0.45
NARCOTICS,2025-03-06 11:32:00,41.861952159,-87.716508873,0.97,72,0.45
THEFT,2025-03-06 11:30:00,41.885729935,-87.63439273,0.97,72,0.45
ROBBERY,2025-03-06 11:30:00,41.932738985,-87.648117094,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-06 11:30:00,41.779761865,-87.711562963,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-06 11:25:00,41.678714143,-87.617840066,0.97,72,0.45
NARCOTICS,2025-03-06 11:20:00,41.865239745,-87.720089778,0.97,72,0.45
BATTERY,2025-03-06 11:18:00,41.834155131,-87.623318288,0.97,72,0.45
THEFT,2025-03-06 11:15:00,41.894771119,-87.771129303,0.97,72,0.45
THEFT,2025-03-06 11:14:00,41.776016248,-87.603396522,0.97,72,0.45
THEFT,2025-03-06 11:10:00,41.972359593,-87.728142793,0.97,72,0.45
THEFT,2025-03-06 11:08:00,41.88171846,-87.627760426,0.97,72,0.45
NARCOTICS,2025-03-06 11:07:00,41.751291477,-87.604904392,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-06 11:00:00,41.748050753,-87.56945355,0.97,72,0.45
ASSAULT,2025-03-06 11:00:00,41.760065748,-87.663661519,0.97,72,0.45
