primary_type,date,latitude,longitude,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
DECEPTIVE PRACTICE,2025-03-18 03:42:00,41.874180626,-87.66785807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 03:42:00,41.71804815,-87.599492629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-18 03:30:00,41.6926776,-87.616564951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 03:23:00,41.98924461,-87.718834797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 03:22:00,41.886987874,-87.751729667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 03:10:00,41.776769851,-87.661706003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 03:08:00,41.778883826,-87.664206366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 03:03:00,41.941647836,-87.766608352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 03:00:00,41.764207137,-87.589638265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 03:00:00,41.924412074,-87.657216393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 03:00:00,41.938818123,-87.692922007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-18 02:55:00,41.737750767,-87.604855911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 02:50:00,41.793232671,-87.642699804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 02:50:00,41.859767799,-87.720109024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 02:45:00,41.880108035,-87.647309981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-18 02:25:00,41.882364871,-87.626222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-18 02:24:00,41.747351562,-87.549175139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 02:20:00,41.916236352,-87.706933285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 02:11:00,41.967579205,-87.747724558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 02:00:00,41.747324126,-87.690112493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 02:00:00,41.903140216,-87.757118943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 02:00:00,41.695823004,-87.612242314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 02:00:00,41.903140216,-87.757118943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 02:00:00,41.748694075,-87.590557588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-18 01:56:00,41.890995045,-87.681812505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 01:50:00,41.771954053,-87.628341444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 01:35:00,41.869859103,-87.721264569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-18 01:30:00,41.764632089,-87.628311641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-18 01:30:00,41.953443907,-87.745067332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 01:27:00,41.880003739,-87.647307424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 01:20:00,41.795997549,-87.648431423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 01:16:00,42.000584768,-87.671649052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 01:06:00,41.771989936,-87.623472718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 01:00:00,41.964446856,-87.731571048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 01:00:00,41.986441919,-87.658105281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-18 01:00:00,41.777420064,-87.634979772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 01:00:00,41.853930752,-87.623841071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 01:00:00,41.867307342,-87.671365749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 00:55:00,41.982777739,-87.656591889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-18 00:51:00,41.938797346,-87.723377074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 00:41:00,41.784977934,-87.632741768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 00:41:00,41.645378289,-87.540022119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 00:33:00,41.698182914,-87.541343485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 00:30:00,41.867756268,-87.698382514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 00:28:00,41.764919232,-87.662987913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 00:20:00,41.777030311,-87.634969336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 00:19:00,41.865550441,-87.730046943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 00:15:00,41.656497161,-87.602332499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 00:10:00,41.717709791,-87.567820387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 00:09:00,41.929723017,-87.651331865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 00:03:00,41.921059062,-87.787812081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 00:01:00,41.949360768,-87.704223326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 00:01:00,41.725681064,-87.606120562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 00:01:00,41.88210227,-87.684954457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 00:01:00,41.705372733,-87.621400793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 00:00:00,41.81691816,-87.633567673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 00:00:00,41.735872091,-87.642823724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 00:00:00,41.90351102,-87.758280089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 00:00:00,41.934477029,-87.709922862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 00:00:00,41.747355843,-87.711831775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 00:00:00,41.777438544,-87.647155106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-18 00:00:00,41.95180066,-87.653254492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 00:00:00,41.92510186,-87.671992307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 00:00:00,41.691863584,-87.540670431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 00:00:00,41.868125461,-87.65915723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 00:00:00,41.903521997,-87.75827999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 00:00:00,41.797478252,-87.590390603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 00:00:00,41.867291406,-87.711728838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 00:00:00,41.855765834,-87.681586544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL SEXUAL ASSAULT,2025-03-18 00:00:00,41.895002822,-87.621454706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 23:33:00,41.990686468,-87.707870201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 23:30:00,41.820296503,-87.612729547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 23:30:00,41.976162036,-87.652046543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 23:30:00,41.878744874,-87.677016454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFFENSE INVOLVING CHILDREN,2025-03-17 23:30:00,41.88314073,-87.76660788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 23:30:00,41.980279422,-87.691767478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 23:30:00,41.801455413,-87.61773423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 23:23:00,41.778211561,-87.753589804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 23:20:00,41.684230637,-87.646235343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 23:00:00,41.940983323,-87.721610338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 23:00:00,41.774235653,-87.714252228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 23:00:00,41.748472119,-87.603888197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 23:00:00,41.881847601,-87.641772074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 23:00:00,41.801538809,-87.616145232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 22:59:00,41.754507854,-87.576050797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 22:54:00,41.802064139,-87.589149319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 22:50:00,41.9764212,-87.904976266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 22:45:00,41.775834643,-87.615515144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 22:30:00,41.707263872,-87.617032859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 22:30:00,41.772412942,-87.587578543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 22:30:00,41.872555115,-87.724062358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 22:30:00,41.778833058,-87.676331372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 22:20:00,41.945839699,-87.770247097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 22:19:00,41.945863902,-87.767912706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 22:19:00,41.883829743,-87.614201099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERFERENCE WITH PUBLIC OFFICER,2025-03-17 22:09:00,41.751342079,-87.56137777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 22:05:00,41.751383531,-87.552889749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 22:00:00,41.743255632,-87.601367592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 22:00:00,41.922137711,-87.787846987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 22:00:00,41.772520766,-87.614833569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 22:00:00,41.89200307,-87.628076963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 22:00:00,41.902900866,-87.699702154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 22:00:00,41.691187441,-87.541315801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 22:00:00,41.954385096,-87.72763642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 22:00:00,41.736910888,-87.654581106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-17 21:43:00,41.84783858,-87.616780783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 21:43:00,41.679701468,-87.635590702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 21:40:00,41.880385785,-87.75401484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-17 21:39:00,41.862183816,-87.661440644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 21:35:00,41.767292504,-87.6276117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 21:30:00,41.95391599,-87.708715119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 21:30:00,41.785234142,-87.704532411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARSON,2025-03-17 21:26:00,41.736413756,-87.620523151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 21:25:00,41.762835655,-87.647992477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 21:22:00,41.836559146,-87.620223934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:22:00,41.802896506,-87.606425428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:20:00,41.932222582,-87.683432779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 21:15:00,41.731898731,-87.551641891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:15:00,41.907219171,-87.63155009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-17 21:15:00,41.939846153,-87.719867983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:13:00,41.896058183,-87.654804865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 21:10:00,41.765688866,-87.582436674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 21:10:00,41.808110354,-87.633333417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:02:00,41.906797102,-87.671861659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:00:00,41.841825184,-87.623292218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:00:00,41.945256125,-87.747939917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:00:00,41.679015448,-87.631095535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 21:00:00,41.980045979,-87.65544391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 21:00:00,41.842539286,-87.656108262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 21:00:00,41.840106225,-87.724436322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 21:00:00,41.871179595,-87.655391142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 21:00:00,41.766829271,-87.620146244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:00:00,41.987254883,-87.702110556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:00:00,42.000432129,-87.661434046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 21:00:00,41.889906681,-87.624100509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 21:00:00,41.871660063,-87.656825335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 20:58:00,41.86431172,-87.693346684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 20:57:00,41.775140279,-87.752964897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 20:53:00,41.799429695,-87.733139401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERFERENCE WITH PUBLIC OFFICER,2025-03-17 20:53:00,41.822245225,-87.690948128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 20:52:00,41.853111155,-87.674679831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 20:45:00,41.672986347,-87.66002247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 20:45:00,41.713172276,-87.623647788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 20:45:00,41.825302986,-87.704955002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 20:40:00,41.776832515,-87.683577859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 20:40:00,41.866184642,-87.724379838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 20:34:00,41.884813067,-87.714199454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 20:32:00,41.877264547,-87.711826813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 20:30:00,41.929568924,-87.794203793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 20:30:00,41.837054941,-87.665729137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 20:30:00,41.774931163,-87.782394508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 20:30:00,41.799533271,-87.589897429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 20:30:00,41.774006317,-87.733618439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-17 20:29:00,41.761594979,-87.577089059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 20:28:00,41.851875905,-87.69750819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 20:21:00,41.967628054,-87.70355457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 20:20:00,41.885653525,-87.64812469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 20:19:00,41.880655171,-87.731685867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 20:16:00,41.756454861,-87.717230556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 20:15:00,41.910377001,-87.631871862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 20:15:00,41.892870461,-87.628111495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONCEALED CARRY LICENSE VIOLATION,2025-03-17 20:13:00,41.890084853,-87.705121137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 20:09:00,41.880255584,-87.627728782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 20:07:00,41.857713393,-87.671835452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 20:00:00,41.793332648,-87.590970213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-17 20:00:00,41.804090331,-87.668499505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 20:00:00,41.71710438,-87.536492444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 19:55:00,41.766102387,-87.573539169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 19:50:00,41.753937269,-87.636813954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 19:49:00,41.751353941,-87.671950106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 19:49:00,41.754275804,-87.643344822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 19:47:00,41.864382781,-87.722006988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 19:46:00,41.694393036,-87.624121555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 19:46:00,41.763041071,-87.576232702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 19:45:00,41.886371913,-87.709656269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-17 19:44:00,41.809297059,-87.591967028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 19:41:00,41.868035558,-87.721524277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 19:40:00,41.921889662,-87.71813663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 19:35:00,41.90885825,-87.646656908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 19:30:00,41.894153798,-87.651119072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 19:30:00,41.735717038,-87.606124602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 19:30:00,41.997786161,-87.686658323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 19:25:00,41.699184632,-87.642593834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 19:23:00,41.809841972,-87.63378041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 19:17:00,42.000543176,-87.660715471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 19:15:00,41.95437137,-87.717831709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 19:15:00,41.906901954,-87.632181754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERFERENCE WITH PUBLIC OFFICER,2025-03-17 19:06:00,41.752941386,-87.668360597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-17 19:06:00,41.939019418,-87.732706986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-17 19:06:00,41.754873664,-87.668410286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 19:03:00,41.870932257,-87.744921277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-17 19:02:00,41.736413756,-87.620523151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 19:00:00,41.711305607,-87.536487154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 19:00:00,41.862311292,-87.649100838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-17 19:00:00,41.935119034,-87.715480936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 19:00:00,41.937419726,-87.770104325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-17 19:00:00,41.710715507,-87.597374915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-17 19:00:00,41.967738629,-87.770826485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 19:00:00,41.985636008,-87.716280081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-17 18:51:00,41.860419537,-87.709152299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:51:00,41.97443857,-87.81119077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:51:00,41.863753158,-87.694560065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-17 18:49:00,41.925174426,-87.666508943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-17 18:44:00,41.706376588,-87.682394407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-17 18:43:00,41.867206743,-87.643090037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
